author,title,controlno,call_no
손상영 孫祥榮,디지털저작권관리(DRM) 정책과 사회후생,000000224920,005.8 007규
"Hoglund, Greg",루트킷 : 윈도우 커널 조작의 미학,000000243784,005.8 007그
이훈재 李焄宰,(Cisco CNAP academic program을 위한) 네트워크 보안 기초 : FNS 이론 및 실습,000001861338,005.8 007나
"Long, Johnny","No tech hacking : a guide to social engineering, dumpster diving, and shoulder surfing",000001653537,005.8 008L
"Stuttard, Dafydd",The web application hacker's handbook : discovering and exploiting security flaws,000001347117,005.8 008a
"Katz, Jonathan",Introduction to modern cryptography,000001715642,005.8 008a
"Kempf, James",Wireless Internet security : architecture and protocols,000002029092,005.8 008b
"Forouzan, Behrouz A",Introduction to cryptography and network security,000001343736,005.8 008b
"Katz, Jonathan",Introduction to modern cryptography,000001597490,005.8 008f
"Forouzan, Behrouz A",Cryptography and network security,000001601466,005.8 008g
"Bacik, Sandy",Building an effective information security policy architecture,000001603802,005.8 008h
"Takanen, Ari",Fuzzing for software security testing and quality assurance,000001631177,005.8 008i
"Anderson, Ross",Security engineering : a guide to building dependable distributed systems,000001643417,005.8 008k
"Dunn Cavelty, Myriam",Cyber-security and threat politics : US efforts to secure the information age,000001892891,005.8 008n
"Forouzan, Behrouz A.",암호학과 네트워크 보안,000001121941,005.8 008가 
이문구,정보보호 개론,000001127776,005.8 008갸
"Stuttard, Dafydd",웹 해킹 & 보안 완벽가이드 : 웹 애플리케이션 보안 취약점을 겨낭한 공격과 방어,000001129810,005.8 008거
최경철,"웹, 해킹과 방어",000001130375,005.8 008겨
서승우,보안 경제학 : CEO를 위한 정보보안 투자 가이드,000000241949,005.8 008고
"Rash, Michael",리눅스 방화벽 : 오픈소스를 활용한 철통 같은 보안,000001128916,005.8 008고
양대일,정보 보안 개론 : 큰 그림을 그려주는 정보 보안 입문서,000001134407,005.8 008교
"Stuttard, Dafydd",웹 해킹 ＆ 보안 완벽 가이드 : 웹 애플리케이션 보안 취약점을 겨냥한 공격과 방어,000001141584,005.8 008구
"Forouzan, Behrouz A",암호학과 네트워크 보안,000000243867,005.8 008규
양대일,정보 보안 개론 : 큰 그림을 그려주는 정보 보안 입문서,000000243778,005.8 008나
"Stuttard, Dafydd",웹 해킹 & 보안 완벽가이드 : 웹 애플리케이션 보안 취약점을 겨낭한 공격과 방어,000000247874,005.8 008너
"Hoffman, Billy",(웹 개발자가 꼭 알아야 할) Ajax 보안,000000250181,005.8 008녀
정교일,(훤히 보이는) 정보보호,000000250383,005.8 008누
김범수 金範洙,개인정보 보호 및 이용의 현황과 사례 : U-세대와 함께하는 디지털 세계,000000732425,005.8 008뉴
"Rhee, Man Young",Mobile communication systems and security,000001721542,005.8 009a
"Seitz, Justin",Gray hat Python : Python programming for hackers and reverse engineers,000001352438,005.8 009a
이만영,Mobile communication systems and security,000001588656,005.8 009b
"Talukder, Asoke K.",Architecting secure software systems,000001722710,005.8 009b
"Miller, Charles",The Mac hacker's handbook,000001597713,005.8 009c
"Blunden, Bill",The rootkit arsenal : escape and evasion in the dark corners of the system,000001728449,005.8 009d
"Liang, Yingbin",Information theoretic security,000001612903,005.8 009d
"Blunden, Bill",The rootkit arsenal : escape and evasion in the dark corners of the system,000001639274,005.8 009e
전정훈,정보보호개론,000000243559,005.8 009가
"Jakobsson, Markus",크라임웨어 : 쥐도 새도 모르게 일어나는 해킹 범죄의 비밀,000001136740,005.8 009가
"Nemeth, Evi",리눅스 시스템 관리 완벽 가이드,000001136739,005.8 009갸
"Lyon, Gordon",엔맵 네트워크 스캐닝 : 네트워크 발견과 보안 스캐닝을 위한 Nmap 공식 가이드,000001138829,005.8 009거
송대근,"해킹, 침해사고 분석",000000216256,005.8 009겨
윤주호,보안 입문-웹 해킹과 침해사고 분석 : [윈도우즈편],000001139705,005.8 009겨
정상민,애플리케이션 해킹,000001142903,005.8 009고
"Bejtlich, Richard",네트워크 보안 실무,000001142765,005.8 009교
강은성,IT 시큐리티 : IT 세상을 지키는 보안 이야기,000001145530,005.8 009구
최양희,국가전산망의 네트워크 및 시스템 보안에 관한 연구,000000752081,005.8 009규
송대근,"해킹, 침해사고 분석",000001145307,005.8 009규
윤한성,내부보안위협과 정보유출방지 : 내부자 정보유출의 기술적 대응방향,000001145208,005.8 009그
홍만표 洪晩杓,U-컴퓨팅 보안과 프라이버시,000001143345,005.8 009기
장청룡,IT 보안관리와 기술,000001143544,005.8 009나
이경현,(IT융합을 위한) 정보보안 개론,000001147973,005.8 009냐
조태남,(기초보다 더 쉬운) 정보보안개론,000001148043,005.8 009너
정기동,(인터넷 및 개인용 컴퓨터 활용에서) 컴퓨터 보안 바로알기,000001140890,005.8 009녀
한동윤,(IT 환경에서의) 개인정보관리,000001148058,005.8 009노
"Conti, Greg",구글은 당신을 알고 있다,000001160668,005.8 009뇨
"Dwivedi, Himanshu","Mobile application security : [covers Google, Android, Apple iphone, windows mobile and other platforms",000001597932,005.8 010a
"Vacca, John R.",Network and system security,000001721543,005.8 010a
"Panko, R. R.",Corporate computer and network security,000001722725,005.8 010b
"Alpcan, Tansu",Network security : a decision and game-theoretic approach,000001724681,005.8 010c
"Portnoy, Michael",Global initiatives to secure cyberspace : an emerging landscape,000001601131,005.8 010c
"Buffington, Jason",Data protection for virtual data centers,000001723873,005.8 010d
"Deibert, Ronald","Access controlled : the shaping of power, rights, and rule in cyberspace",000001609964,005.8 010d
"Knake, Robert K",Internet governance in an age of cyber insecurity,000001768722,005.8 010e
"IDMAN 2010 (2010 : Oslo, Norway)","Policies and Research in Identity Management : Second IFIP WG 11.6 Working Conference, IDMAN 2010, Oslo, Norway, November 18-19, 2010, proceedings",000001953154,005.8 010f
"Langie, Andre",Cryptography,000001726127,005.8 010f
"Seitz, Justin",(프로그래머라면 누구나 할 수 있는) 파이썬 해킹 프로그래밍,000001148346,005.8 010가
방송통신위원회 한국. 한국.. 행정안전부. 지식경제부,(2010) 국가정보보호백서,000000755522,005.8 010가
"Erickson, Jon",해킹 : 공격의 예술,000001152256,005.8 010갸
홍진근,(The) basic of network security,000001152402,005.8 010거
삼성데이타시스템 기술사회,정보보안,000000757852,005.8 010거
"Carvey, Harlan A.",(인사이드) 윈도우즈 포렌식 : 디지털 해킹 분석 및 대응의 기술,000001155592,005.8 010겨
이강신,개인정보보호 : 기초와 활용,000000767650,005.8 010겨
최경철,시스템 해킹의 원리와 이해,000001155840,005.8 010고
A3Security,크래커 잡는 명탐정 해커,000001158593,005.8 010교
양대일,정보 보안 개론과 실습 : 네트워크 해킹과 보안,000000772453,005.8 010교
삼성데이타시스템 기술사회,정보보안,000001159681,005.8 010구
"Seacord, Robert C",(버그 없는 안전한 소프트웨어를 위한) CERT C 프로그래밍,000000772458,005.8 010구
한국산업정보원. 한국산업과학기술원,시큐리티산업총람. 2015,000000891505,005.8 010규
이강신,개인정보보호 : 기초와 활용,000001165214,005.8 010그
고원봉,윈도우 포렌식 실전 가이드 : 사이버 수사를 위한 최고의 실무 지침서,000000768607,005.8 010그
고원봉,윈도우 포렌식 : 실전 가이드 : 사이버 수사를 위한 최고의 실무 지침서,000001165646,005.8 010기
정국환,공공정보화 선진화를 위한 디지털위험관리 방안 연구,000000780874,005.8 010기
김태성,정보보호인력 양성정책,000001167008,005.8 010나
"Erickson, Jon (Jon Mark)",해킹 : 공격의 예술,000001244450,005.8 010냐
"Seitz, Justin",(프로그래머라면 누구나 할 수 있는) 파이썬 해킹 프로그래밍,000000789978,005.8 010냐
임종인,사물통신(Machine-to-Machine)에서의 정보보호를 위한 효율적 인증시스템 연구,000000809241,005.8 010너
염흥열,국제표준 사이버보안지수 개발 및 방법론 연구,000000809240,005.8 010녀
"Mularien, Peter",스프링 시큐리티 3 : 스프링 프레임워크 기반 표준 보안 솔루션,000000840518,005.8 010노
"Moraes, Alexandre Matos da Silva Pires de",Cisco firewalls,000001624545,005.8 011a
"Wilhelm, Thomas",Ninja hacking : unconventional penetration testing tactics and techniques,000001724164,005.8 011a
"Trepte, Sabine",Privacy online : perspectives on privacy and self-disclosure in the social web,000001626455,005.8 011b
"Stamp, Mark",Information security : principles and practice,000001731805,005.8 011b
"Perla, Enrico",A guide to kernel exploitation : attacking the core,000001631180,005.8 011c
"Harper, Allen",Gray hat hacking : the ethical hacker's handbook,000001632819,005.8 011d
"Klein, Tobias",A bug hunter's diary : a guided tour through the wilds of software security,000001633336,005.8 011e
"Rountree, Derrick",Security for Microsoft Windows system administrators : introduction to key information security concepts,000001638380,005.8 011f
"Winkler, J. R. (Joachim R.)",Securing the cloud : cloud computer security techniques and tactics,000001642634,005.8 011g
"Goodrich, Michael T",Introduction to computer security,000001643418,005.8 011h
"Dua, Sumeet",Data mining and machine learning in cybersecurity,000001644561,005.8 011i
 ,기업정보보호가이드 : 정보보호시장·기술·전망을 한눈에!. v. 6,000000785103,005.8 011가
"Shema, Mike",(해킹 초보를 위한) 웹 공격과 방어,000001171821,005.8 011가
화산미디어,기업정보보호가이드 : 정보보호시장·기술·전망을 한눈에!. v.6,000001173493,005.8 011갸
Business Information Research,지식정보 보안산업과 정책방향,000000791005,005.8 011갸
조은백,데이터베이스 보안 : 디자인 및 구현,000001173581,005.8 011거
"Clarke, Justin","철통보안, SQL Injection : SQLi 공격과 방어의 원리",000000788788,005.8 011거
"Whitaker, Andrew",이거 불법 아냐? : 일상을 파고드는 해킹 스토리,000001179142,005.8 011겨
"Shema, Mike",(해킹 초보를 위한) 웹 공격과 방어,000000788217,005.8 011겨
"Clarke, Justin","철통보안, SQL Injection : SQLi 공격과 방어의 원리",000001179310,005.8 011고
구현회,생활 속 네트워크 보안,000001181649,005.8 011교
방송통신위원회 한국. 한국.. 행정안전부. 지식경제부,(2011) 국가정보보호백서,000000788988,005.8 011교
양대일,정보 보안 개론과 실습 : 시스템 해킹과 보안,000001181660,005.8 011구
구현회,생활 속 네트워크 보안,000000793536,005.8 011구
김경곤,(해킹 초보를 위한) 무선 네트워크 공격과 방어,000001182484,005.8 011규
"Ali, Shakeel",공포의 해킹 툴 백트랙 4,000001181487,005.8 011그
"Chappell, Laura (Laura A.)",와이어샤크 네트워크 완전 분석,000000796027,005.8 011그
서광석,정보보호전문가(SIS) 필기 실기. Vol.2-1,000001184494,005.8 011기
서광석,정보보호전문가(SIS) 필기 실기. Vol.2-2,000001186191,005.8 011기
양대일,정보 보안 개론과 실습 : 시스템 해킹과 보안,000000794620,005.8 011기
"Ramachandran, Vivek",백트랙 5로 시작하는 무선 해킹,000001185712,005.8 011나
"Ali, Shakeel",공포의 해킹 툴 백트랙 4,000000797803,005.8 011나
"Bhaiji, Fahim Hussain Yusuf",Network security technologies and solutions : CCIE Professional Development,000001186407,005.8 011냐
허종오,(정보보호 전문가의 알짜) CISSP 노트,000000796652,005.8 011냐
김광열,데이터베이스 보안 가이드라인,000001189224,005.8 011너
"Ramachandran, Vivek",백트랙 5로 시작하는 무선 해킹,000000813467,005.8 011녀
신장균,(소프트웨어로 배우는) 사이버전,000001193659,005.8 011녀
"Jones, Robert",(거침없이 배우는) 인터넷 포렌식,000001868535,005.8 011노
조은백,데이터베이스 보안 : 디자인 및 구현 ,000000830364,005.8 011노
"Jones, Robert",(거침없이 배우는) 인터넷 포렌식,000000850128,005.8 011뇨
남길현,정보시스템 보안론,000000875790,005.8 011누
"Anderson, Brian (Brian James)",(해킹 초보를 위한) USB 공격과 방어,000000789981,005.8 011뉴
"Kleidermacher, David",Embedded systems security : practical methods for safe and secure software and systems development,000001728725,005.8 012a
"Zalewski, Michal",The tangled Web : a guide to securing modern Web applications,000001633337,005.8 012a
"Shema, Mike",Hacking web apps : detecting and preventing web application security problems,000001730247,005.8 012b
"Masud, Mehedy",Data mining tools for malware detection,000001646881,005.8 012c
"Mao, Wenji",Advances in intelligence and security informatics,000001729966,005.8 012c 
"Pritchett, Willie",BackTrack 5 cookbook : over 80 recipes to execute many of the best known and little known penetration testing aspects of BackTrack 5,000001647909,005.8 012d
허종오,(CompTIA) Security,000001190900,005.8 012가
"Engebretson, Pat (Patrick Henry)",(이제 시작이야!) 해킹과 침투 테스트 : the basics,000000812956,005.8 012가
"Engebretson, Pat (Patrick Henry)",(이제 시작이야!) 해킹과 침투 테스트 : the basics,000001193660,005.8 012갸
 ,"기업 정보보안 가이드 v.7 : 정보보안 시장, 기술, 솔루션을 한눈에!",000000813465,005.8 012갸
"Hadnagy, Christopher",사회공학과 휴먼 해킹 : 인간의 심리를 이용해 어떻게 원하는 것을 얻는가?,000001195493,005.8 012거
"Hadnagy, Christopher",사회공학과 휴먼 해킹 : 인간의 심리를 이용해 어떻게 원하는 것을 얻는가?,000000822149,005.8 012거
결성호 結城浩,(알기 쉬운) 정보보호개론 : 흥미로운 암호 기술의 세계,000001196185,005.8 012겨
최경철,(Security) 네트워크 패킷 포렌식,000001199008,005.8 012고
결성호 結城浩,(알기 쉬운) 정보보호개론 : 흥미로운 암호 기술의 세계,000000823378,005.8 012고
최경철,(Security) 네트워크 패킷 포렌식,000000828464,005.8 012교
"Andress, Jason",해킹과 침투 테스트를 위한 코딩,000001199319,005.8 012교
최상용,해킹 사고의 재구성 : 사이버 침해사고의 사례별 해킹흔적 수집과 분석을 통한 기업 완벽 보안 가이드,000001199726,005.8 012구
"Dwivedi, Himanshu",모바일 어플리케이션 보안,000001199742,005.8 012규
"Andress, Jason",해킹과 침투 테스트를 위한 코딩,000000829005,005.8 012규
